Lake Name,19950614,19960616,19960718,19970603,19970705,19980606,19980622,19990609,20130717,20130802,20140704,20140821,20150808,20150824,20160709,20170712,20180731
4a65647104d140c219b884960bcbcb,306000.0,,,,,,,,384300.0,,376200.0,324000.0,,385200.0,315900.0,398700.0,383400.0
658fccfa97d1c76fc7451c3785ba35,8039700.0,,1243800.0,,9387000.0,,3367800.0,,7793100.0,8167500.0,2724300.0,,4057200.0,,3745800.0,1208700.0,7247700.0
7392fcc8b0d97c1d04695b6fdfcf2c,635400.0,,624600.0,,,327600.0,,,,,,414000.0,,,,447300.0,300600.0
47d181a56997652816e338bdca7c05,,,,,,,,,208800.0,204300.0,222300.0,220500.0,245700.0,,253800.0,263700.0,298800.0
0856f0f7c12a86000d0ddb892e3618,,418500.0,461700.0,291600.0,453600.0,,425700.0,453600.0,552600.0,510300.0,485100.0,524700.0,549900.0,,577800.0,528300.0,565200.0
cbf5a932aad6aaf168265ecaf42153,244800.0,,227700.0,,1495800.0,,,,1449900.0,1647900.0,,,,,,,
9631358918d293afa1188b80cc1609,,,,,,,,,,360900.0,,333000.0,389700.0,,297000.0,,503100.0
a8a0aeb50983948c56518a60884519,268200.0,,,,,,,,,,,270000.0,,252900.0,,,273600.0
b8743dd8c44053e0a43fca83b26ada,,223200.0,344700.0,212400.0,,324000.0,,,,,,,,,,,
f3bca977ed2ae24ee3a7cab6d85375,,,238500.0,,459000.0,,225900.0,,265500.0,347400.0,206100.0,,248400.0,,254700.0,,291600.0
ad540573d3c66b6b062e240f12a9e8,,,250200.0,,,,,,,218700.0,,240300.0,269100.0,,,302400.0,399600.0
9891c0a0be2e7993a927738c62684e,,1177200.0,1160100.0,,1163700.0,,,,240300.0,,,1052100.0,937800.0,,730800.0,,950400.0
ecec2df875a89b55c46faff3418357,,,,,213300.0,,,,,,,,232200.0,,,576000.0,396000.0
c8ca5ef17937aa1723e2b5cbf6e9e5,879300.0,,,1289700.0,,1478700.0,1461600.0,,,,,,,1237500.0,,,1005300.0
4f367e3a7dce6d8c7db74dc983fac0,5077800.0,,1214100.0,1008000.0,1314000.0,6259500.0,1545300.0,1013400.0,5123700.0,4419900.0,,373500.0,664200.0,,,,6078600.0
7c98bf82f018ad212da64dfdf07ea4,,,549000.0,,678600.0,219600.0,269100.0,,327600.0,318600.0,,,248400.0,,258300.0,,318600.0
e2d9622938d8f9130f2bb1a2db85fc,1000800.0,,1325700.0,,4511700.0,,823500.0,,,1056600.0,,283500.0,2559600.0,,2780100.0,3488400.0,314100.0
e0bae76d38154676b55f6b8a2d6724,,,306900.0,,653400.0,,306900.0,,342900.0,597600.0,255600.0,,296100.0,,317700.0,260100.0,487800.0
1f74734fc0f6364af235d26a96405e,,,,,236700.0,,,,271800.0,,,208800.0,,,,256500.0,270900.0
f5d63cfd748eb71eb7c01a3f449160,,,,,,4195800.0,2076300.0,,,,,,,,,,
cf1a9c1dcb30e0ad72826766b82604,1536300.0,214200.0,,1903500.0,629100.0,1588500.0,1421100.0,,,,,,,772200.0,,,2045700.0
0069d619e97f153f338ba27fa623f2,,,,,,7352100.0,2503800.0,,,,,,,,,,
5c0041fbcbe79244a3b1f8664a6571,,,904500.0,,559800.0,,237600.0,,,,,557100.0,,,,,
b40477a4aa8022d2cee70652794c79,2170800.0,,,,3134700.0,,,,,498600.0,,,,,,,
b78a6803c0eee5b0c5a2ad82120e64,7105500.0,,1485900.0,,6951600.0,3941100.0,3412800.0,,1557900.0,2088900.0,,,3092400.0,,3481200.0,1631700.0,7842600.0
0f43a20f3b9bb6eee7211bb71a3c80,1254600.0,834300.0,904500.0,,405000.0,1252800.0,1188000.0,,,,,,,372600.0,878400.0,,867600.0
633e0c807c29e76b0eab645cdd48d8,583200.0,,428400.0,,536400.0,516600.0,225000.0,,,,,,,,1391400.0,,765000.0
44ca779c3d2a4732f8a7977dc4f822,,,375300.0,,397800.0,,337500.0,,,220500.0,,,,,,,
11b067b9c26a12fd5234a1e321eaaf,299700.0,,,,,3252600.0,4359600.0,,,,,,,,,,
46f440008e4e1e97c252fe30821ccc,4632300.0,,214200.0,,1808100.0,459900.0,1014300.0,,327600.0,290700.0,,,,,275400.0,,258300.0
3e769bfe3547ccd27e0a634b2b2826,,,,,,,,,252900.0,275400.0,,,238500.0,,283500.0,296100.0,323100.0
00e1b032918cdf45594a5749b5dce4,702000.0,,,,,582300.0,,,,,,,,531900.0,702900.0,,
5147ec60dbe6261422f60933f7624f,,,,,,10612800.0,258300.0,2184300.0,1070100.0,953100.0,1776600.0,698400.0,267300.0,,1854000.0,226800.0,974700.0
f6ab07e3692cced194046d41da9fb3,,,306000.0,,432000.0,,,,1865700.0,1772100.0,632700.0,1993500.0,2053800.0,,2074500.0,2122200.0,2193300.0
e29b14c10d1f16a46de80e767886d9,,,,,395100.0,,,,,2027700.0,492300.0,,3375000.0,,3489300.0,1395900.0,
350333f5656f0a0eb81f034fa61457,,,,,,476100.0,,,,,,413100.0,,214200.0,210600.0,,
6aa4069e7bfc3bdc5b9eaf16c60548,,,316800.0,,,,282600.0,,,,,837900.0,464400.0,,314100.0,,413100.0
c521dbcfc221d8fa6a6a0d71a3ecdd,2023200.0,,,,,2945700.0,,855900.0,,1677600.0,1267200.0,1656900.0,,1290600.0,235800.0,,1166400.0
ac2ebc1b89d6860d3ca3bda652e4be,,,3984300.0,,3651300.0,,,,581400.0,553500.0,533700.0,536400.0,564300.0,,,544500.0,608400.0
e3b163a4ec80b73f671b153bce9f20,,,576900.0,,,,,,,,,392400.0,,333900.0,,,
f4180a2809cd50eefe6d1b31991b3b,,,202500.0,,570600.0,,216000.0,,,205200.0,,,225900.0,,,,
51c2f9fc116e0bb9f0bf57915024f9,,,620100.0,,270000.0,514800.0,,,,390600.0,400500.0,327600.0,296100.0,,,565200.0,
b0f05ffe972668b4b21cc516be645f,,,222300.0,,291600.0,,,,252000.0,236700.0,,,209700.0,,217800.0,205200.0,251100.0
d4d179f6e81fcce20c42e2a4d7867b,764100.0,700200.0,877500.0,301500.0,1221300.0,789300.0,,546300.0,,837900.0,714600.0,720900.0,1454400.0,,,1590300.0,
c2d1bb8d8bbbbbaf8508799d4f27a6,228600.0,,294300.0,,976500.0,,257400.0,,664200.0,548100.0,284400.0,249300.0,775800.0,,894600.0,295200.0,1745100.0
f1205a14b7c2ea79e5dea661249af0,4228200.0,,1911600.0,,5668200.0,665100.0,1165500.0,241200.0,214200.0,2608200.0,287100.0,,,,1508400.0,,2038500.0
147fe88be4a2a7f8a2a1a152bb24fb,3946500.0,,,,,,3689100.0,3833100.0,3557700.0,3716100.0,2003400.0,267300.0,1954800.0,3114900.0,2679300.0,,3586500.0
5e81c3e4c416fa5ad85d0d2a196190,,295200.0,330300.0,,,,,,,,,680400.0,238500.0,,,,
f89fc8dd31e6a46aae8ca415df0a35,455400.0,720000.0,,624600.0,,,,,,,890100.0,,,,,,
a7223b809a4921d7bb5bed93d4401d,800100.0,,846000.0,732600.0,773100.0,835200.0,861300.0,758700.0,659700.0,,324000.0,743400.0,565200.0,664200.0,634500.0,414900.0,810900.0
0b492a11420a94ddbda3e4e569ae05,,,,,324900.0,,,,230400.0,278100.0,,,217800.0,,219600.0,,250200.0
81f29560ae0e29e0702b674ee581f7,226800.0,263700.0,259200.0,269100.0,233100.0,212400.0,,259200.0,,216000.0,,,,,,,
ca35a7a8a42b766005948a2d3da9a1,273600.0,,,,268200.0,,,,283500.0,209700.0,268200.0,275400.0,,248400.0,,,294300.0
752edec9f2d1c0c15c41bc7d7cbcc9,810000.0,,,,,,,,,785700.0,688500.0,766800.0,,664200.0,681300.0,,657000.0
1797b08e9285f4412153cbf616a5d5,645300.0,,210600.0,,765000.0,,,,549000.0,609300.0,354600.0,,397800.0,,517500.0,212400.0,577800.0
783535d73d685da07974e9f52f86c7,,,220500.0,,474300.0,,224100.0,,276300.0,288900.0,,,274500.0,,262800.0,,257400.0
760a1d966102f877dd36ace713d83c,,,,,,,,,210600.0,,202500.0,204300.0,,,208800.0,225900.0,212400.0
c6be34d581d5c6cce43d14cf6d19af,,,,,,,,,,540000.0,,520200.0,519300.0,,,533700.0,
134bc6b85dcedc3152c706cf4b2239,6538500.0,,,,,268200.0,4021200.0,1249200.0,,1669500.0,538200.0,,,,,,2272500.0
3a3b1b367e0574a085d55544979b8a,819900.0,,,,658800.0,471600.0,,,,1187100.0,,,897300.0,,508500.0,238500.0,
445b0ce877a94d853e2440ecca4b2e,668700.0,,,,,,,,891900.0,,202500.0,427500.0,450900.0,880200.0,615600.0,882000.0,868500.0
dd24ed6ffb12545776309d6f726b9a,,,211500.0,,,,,,259200.0,240300.0,,,,,240300.0,252000.0,253800.0
f129ee98c234f0dc7c706532f316c7,,,,,,,,,385200.0,387000.0,549000.0,414000.0,514800.0,,431100.0,410400.0,533700.0
a8595d0cf3838e2b66a38697b11e3f,,588600.0,,567900.0,376200.0,510300.0,291600.0,531900.0,,595800.0,603000.0,500400.0,,588600.0,600300.0,604800.0,559800.0
2e474494361018675e88211d821f73,521100.0,454500.0,,447300.0,,,295200.0,,387900.0,,,569700.0,,577800.0,,,576900.0
441d9d87d1e180ef9091b1ebbf18b0,693900.0,667800.0,650700.0,,650700.0,647100.0,,255600.0,,,538200.0,,673200.0,,709200.0,552600.0,726300.0
470824cda391c401769f6ffb838fc6,,,242100.0,,513900.0,,243900.0,,407700.0,513000.0,231300.0,,237600.0,,383400.0,223200.0,439200.0
ece0874bdcb720cb401a92312d6e15,981000.0,,,,,,611100.0,801900.0,,,797400.0,,,,,,868500.0
67edbe56b72a7e44c5db86fd77b4d3,283500.0,,,,360900.0,,,,277200.0,341100.0,,,212400.0,,261900.0,,346500.0
f4878a06509167b4dc5c876e282ba1,216900.0,,,,800100.0,,,,693900.0,633600.0,,,,,,,948600.0
4021e19971d19c5af9607874663a66,,,,216900.0,,,,,440100.0,319500.0,,353700.0,307800.0,,401400.0,203400.0,266400.0
0a7701441fb0ea6c1a14bef1a4de25,,,414000.0,,,,,,556200.0,607500.0,,545400.0,351900.0,,591300.0,,478800.0
ce8d65ecf0d4f8408739a9769286c4,31031100.0,2498400.0,17875800.0,500400.0,51850800.0,12521700.0,23086800.0,4375800.0,41701500.0,56581200.0,24038100.0,11101500.0,27585000.0,4769100.0,27150300.0,22096800.0,51817500.0
00098dc422ad94df6e95b49909c82a,,226800.0,523800.0,,815400.0,248400.0,647100.0,239400.0,,236700.0,,,,,,,
7dfbfb4d2c9715f41621741fb6d0f9,252900.0,,,,300600.0,,,,,,229500.0,221400.0,268200.0,264600.0,311400.0,,359100.0
53ce822cd50f3cf1e4c5ec86088e7b,,,,,,337500.0,278100.0,350100.0,,,,,,,439200.0,,447300.0
b075e852b795bd6943b1c449581f9a,,,,,,,,,,998100.0,933300.0,981900.0,930600.0,,357300.0,935100.0,1124100.0
81dbdd3c76be9559b46614f37889e1,1347300.0,,,,,1309500.0,1379700.0,,,,,,,,765000.0,,837900.0
40048c695263c63a3f7cd43e978684,,984600.0,1607400.0,852300.0,1980000.0,1200600.0,1583100.0,1559700.0,671400.0,776700.0,614700.0,520200.0,603000.0,347400.0,383400.0,297900.0,423000.0
f693d64cdc7ec6f6eecedd939c73c2,9931500.0,,7806600.0,1515600.0,9788400.0,9680400.0,9865800.0,5818500.0,,216900.0,,,5421600.0,2196000.0,6471900.0,,9100800.0
70f51c6c07df1cc0e7178337b31217,1647000.0,,1835100.0,,1459800.0,972000.0,1895400.0,,2073600.0,2067300.0,698400.0,2103300.0,2194200.0,,1266300.0,1010700.0,2485800.0
19601ce4ca665430a1df9217d582e5,,,,,,,,,246600.0,,,212400.0,228600.0,,,,253800.0
ea9c2ee5c055e44f39a4096b7848e1,10424700.0,3534300.0,,5113800.0,918000.0,,,,,6039900.0,3607200.0,3618000.0,,,2628000.0,,4765500.0
0ae9350b90526deabd4e55c551a102,49764600.0,1133100.0,27962100.0,1134900.0,62876700.0,10480500.0,22520700.0,1372500.0,40686300.0,44861400.0,14327100.0,862200.0,26626500.0,257400.0,35769600.0,12391200.0,50387400.0
3b976166a7d6a0b98a286bed852124,297900.0,,,,758700.0,,,,,,,,,,,,233100.0
438dfdca7497ac8c0f6248fb7c962c,,,,,,16234200.0,1067400.0,1732500.0,1892700.0,1534500.0,223200.0,861300.0,1154700.0,1613700.0,,,1045800.0
88a166184e2264b6a10ce67155e265,486000.0,,,,1523700.0,,,,607500.0,1070100.0,,,,,,,1494000.0
4d4e18ffb20d590ab875b2bcb09d96,,,497700.0,,293400.0,,,,,,,1052100.0,487800.0,1523700.0,,,
c1413e80393e1d807df7cdf8e61fd7,,,990000.0,,846900.0,,387000.0,,1464300.0,1299600.0,1468800.0,1426500.0,804600.0,,1483200.0,1542600.0,1551600.0
8e03f3b9bd36c7e9f61693ab12c666,365400.0,,459000.0,,543600.0,,441900.0,,513000.0,525600.0,455400.0,,496800.0,,508500.0,274500.0,516600.0
e060bfa6fdfbbf68289c2210cc004f,,,,,,,,,336600.0,,328500.0,236700.0,,325800.0,318600.0,258300.0,324000.0
432b46265383a6840925ee06073469,,,,,,,,,,,220500.0,,,220500.0,209700.0,212400.0,
081be4b0a449bafb5b211bbb04a13b,251100.0,,,,,,,,2745000.0,2838600.0,2983500.0,3034800.0,2990700.0,3026700.0,3030300.0,3169800.0,2359800.0
bc9b5fed90136533ee541d3f5f26a4,,315000.0,,,446400.0,,,547200.0,1598400.0,1062000.0,819900.0,2367000.0,3797100.0,,2798100.0,3854700.0,2526300.0
104bb341fb8ab041a12264734c124a,441000.0,247500.0,221400.0,,292500.0,368100.0,332100.0,,324000.0,,483300.0,,,,,254700.0,424800.0
0aa4ed8de292f1799b4058f42d8bfd,,,,,,14487300.0,4633200.0,,,,,,,,,,
