Lake Name,19910619,19950614,19960616,19960718,19970603,19970705,19980606,19980622,19990609,20130717,20130802,20140704,20140821,20150808,20150824,20160709,20170712,20180731
88a166184e2264b6a10ce67155e265,,589500.0,,,,3092400.0,,,,607500.0,1070100.0,,,,,,,1494000.0
4bb864ba660be682f987caa5b0a6f3,252000.0,228600.0,263700.0,260100.0,270000.0,233100.0,214200.0,,260100.0,,216000.0,,,,,,,
dc11b1d4dba76627c05c255b24dcb8,568800.0,651600.0,,629100.0,,,335700.0,245700.0,,,,,414000.0,,,,447300.0,300600.0
4021e19971d19c5af9607874663a66,,,,,216900.0,,,,,440100.0,319500.0,,353700.0,307800.0,,401400.0,203400.0,266400.0
470824cda391c401769f6ffb838fc6,,,,242100.0,,513900.0,,243900.0,,407700.0,513000.0,231300.0,,237600.0,,383400.0,223200.0,439200.0
afa157721657e46713bb3df8e9da0f,413100.0,702000.0,,,,,584100.0,,,,,,,,531900.0,702900.0,,
0a7701441fb0ea6c1a14bef1a4de25,,,,414900.0,,,,,,556200.0,607500.0,,545400.0,351900.0,,591300.0,,478800.0
5d7060bd022a049799a4fe77902fa6,7743600.0,9937800.0,,8344800.0,1528200.0,19690200.0,9696600.0,9891900.0,6252300.0,,216900.0,,,5421600.0,2196000.0,6471900.0,,9100800.0
47d181a56997652816e338bdca7c05,,,,,,,,,,208800.0,204300.0,222300.0,220500.0,245700.0,,253800.0,263700.0,298800.0
0856f0f7c12a86000d0ddb892e3618,,,418500.0,501300.0,292500.0,952200.0,,432900.0,462600.0,552600.0,510300.0,485100.0,524700.0,549900.0,,577800.0,528300.0,565200.0
00098dc422ad94df6e95b49909c82a,,,226800.0,525600.0,229500.0,1635300.0,306000.0,685800.0,286200.0,,236700.0,,,,,,,
cbf5a932aad6aaf168265ecaf42153,,392400.0,,457200.0,,3151800.0,,,,1449900.0,1647900.0,,,,,,,
53ce822cd50f3cf1e4c5ec86088e7b,,,,,,,339300.0,288000.0,355500.0,,,,,,,439200.0,,447300.0
f89fc8dd31e6a46aae8ca415df0a35,,473400.0,729000.0,,637200.0,,360900.0,,,,,890100.0,,,,,,
9631358918d293afa1188b80cc1609,,,,,,,,,,,360900.0,,333000.0,389700.0,,297000.0,,503100.0
ca35a7a8a42b766005948a2d3da9a1,,274500.0,,,,268200.0,,,,283500.0,209700.0,268200.0,275400.0,,248400.0,,,294300.0
e29b14c10d1f16a46de80e767886d9,,,,,,395100.0,,,,,2027700.0,492300.0,,3375000.0,,3489300.0,1395900.0,
b075e852b795bd6943b1c449581f9a,,,,,,,,,,,998100.0,933300.0,981900.0,930600.0,,357300.0,935100.0,1124100.0
633e0c807c29e76b0eab645cdd48d8,,584100.0,,438300.0,,1199700.0,836100.0,500400.0,,,,,,,,1391400.0,,765000.0
8a7978a00ff814edc42e02c3293479,,,,,,1074600.0,,,,230400.0,278100.0,,,217800.0,,219600.0,,250200.0
e69aeaa28c27363f2af9292c71c5dc,662400.0,820800.0,752400.0,902700.0,328500.0,2467800.0,886500.0,,610200.0,,837900.0,714600.0,720900.0,1454400.0,,,1590300.0,
65e1bc021e4a0c6d4ff16efb11e22d,330300.0,,,376200.0,,397800.0,,337500.0,,,220500.0,,,,,,,
4a65647104d140c219b884960bcbcb,,308700.0,,,,,,,,384300.0,,376200.0,324000.0,,385200.0,315900.0,398700.0,383400.0
62f310b8173bcfdc68c496374757c3,685800.0,1272600.0,873000.0,923400.0,,1135800.0,1260000.0,1212300.0,,,,,,,372600.0,878400.0,,867600.0
ad540573d3c66b6b062e240f12a9e8,,,,250200.0,,,,,,,218700.0,,240300.0,269100.0,,,302400.0,399600.0
6aa4069e7bfc3bdc5b9eaf16c60548,,,,517500.0,,,,284400.0,,,,,837900.0,464400.0,,314100.0,,413100.0
677e41a0913fd99635d6138f34c54c,2037600.0,,989100.0,1603800.0,863100.0,3989700.0,1234800.0,1604700.0,1576800.0,671400.0,776700.0,614700.0,520200.0,603000.0,347400.0,383400.0,297900.0,423000.0
51ee5256dc81853b32ab1003f35dc4,,680400.0,,228600.0,,1562400.0,,224100.0,,277200.0,341100.0,,,212400.0,,261900.0,,346500.0
f129ee98c234f0dc7c706532f316c7,,,,,,,,,,385200.0,387000.0,549000.0,414000.0,514800.0,,431100.0,410400.0,533700.0
4f367e3a7dce6d8c7db74dc983fac0,,5308200.0,,1451700.0,1047600.0,3399300.0,6284700.0,1570500.0,1020600.0,5123700.0,4419900.0,,373500.0,664200.0,,,,6078600.0
c8ca5ef17937aa1723e2b5cbf6e9e5,,893700.0,,,1301400.0,,1485000.0,1476000.0,,,,,,,1237500.0,,,1005300.0
7796a353134ccf02655a5a97cd99a5,805500.0,697500.0,670500.0,651600.0,,650700.0,648900.0,,449100.0,,,538200.0,,673200.0,,709200.0,552600.0,726300.0
09bde293aac13148702432d65a1330,1421100.0,367200.0,,1700100.0,,5104800.0,219600.0,1155600.0,,1358100.0,1633500.0,661500.0,,1429200.0,,1239300.0,479700.0,1377900.0
1797b08e9285f4412153cbf616a5d5,,680400.0,,424800.0,,1532700.0,,,,549000.0,609300.0,354600.0,,397800.0,,517500.0,212400.0,577800.0
8b17677d662b86ad5ddfc1c3891fb9,387000.0,447300.0,250200.0,221400.0,,587700.0,371700.0,333900.0,,324000.0,,483300.0,,,,,254700.0,424800.0
c2d1bb8d8bbbbbaf8508799d4f27a6,,232200.0,,397800.0,,1958400.0,,261000.0,,664200.0,548100.0,284400.0,249300.0,775800.0,,894600.0,295200.0,1745100.0
752edec9f2d1c0c15c41bc7d7cbcc9,,813600.0,,,,,,,216900.0,,785700.0,688500.0,766800.0,,664200.0,681300.0,,657000.0
e0a850bbd931cd62fbfc1adc4b8084,8296200.0,10439100.0,,,,918000.0,,,,,6039900.0,3607200.0,3618000.0,,,2628000.0,,4765500.0
c521dbcfc221d8fa6a6a0d71a3ecdd,,1787400.0,,,,,,,873900.0,,1677600.0,1267200.0,1656900.0,,1290600.0,235800.0,,1166400.0
ac2ebc1b89d6860d3ca3bda652e4be,,,,4005900.0,,7415100.0,,,,581400.0,553500.0,533700.0,536400.0,564300.0,,,544500.0,608400.0
de457e26d61cbbed2926ef48f51e41,921600.0,801000.0,,846000.0,732600.0,1547100.0,835200.0,864900.0,759600.0,659700.0,,324000.0,743400.0,565200.0,664200.0,634500.0,414900.0,810900.0
80022b1a902ca93b53b45bb255cf56,263700.0,,,528300.0,,2258100.0,217800.0,531000.0,,619200.0,886500.0,255600.0,,570600.0,,580500.0,260100.0,745200.0
4d4e18ffb20d590ab875b2bcb09d96,,,,504000.0,,597600.0,,,,,,,1052100.0,487800.0,1523700.0,,,
296ae16f26ab8e2ee6bf86978848c0,3236400.0,3960900.0,,,,,,3676500.0,3844800.0,3557700.0,3716100.0,2003400.0,267300.0,1954800.0,3114900.0,2679300.0,,3586500.0
134bc6b85dcedc3152c706cf4b2239,,6560100.0,,,,,270000.0,,,,1669500.0,538200.0,,,,,,2272500.0
c1413e80393e1d807df7cdf8e61fd7,,,,1021500.0,,1841400.0,,396900.0,,1464300.0,1299600.0,1468800.0,1426500.0,804600.0,,1483200.0,1542600.0,1551600.0
b534cd1b49b7c9e4237cb8c0cc50f1,291600.0,1655100.0,,1872000.0,,3016800.0,1219500.0,1914300.0,,2073600.0,2067300.0,698400.0,2103300.0,2194200.0,,1266300.0,1010700.0,2485800.0
3a3b1b367e0574a085d55544979b8a,,856800.0,,,,1431900.0,474300.0,,,,1187100.0,,,897300.0,,508500.0,238500.0,
760a1d966102f877dd36ace713d83c,,,,,,,,,,210600.0,,202500.0,204300.0,,,208800.0,225900.0,212400.0
445b0ce877a94d853e2440ecca4b2e,,674100.0,,,,,,,,891900.0,,202500.0,427500.0,450900.0,880200.0,615600.0,882000.0,868500.0
dd24ed6ffb12545776309d6f726b9a,,,,213300.0,,,,,,259200.0,240300.0,,,,,240300.0,252000.0,253800.0
fff9b1c606980edf840796b34b1955,1233000.0,,1181700.0,1159200.0,,1163700.0,,,,240300.0,,,1052100.0,937800.0,,730800.0,,950400.0
251aa781217c5a321bf8615e08c727,1100700.0,1530900.0,,2691000.0,,9117000.0,,1008000.0,,,1056600.0,,283500.0,2559600.0,,2780100.0,3488400.0,314100.0
e060bfa6fdfbbf68289c2210cc004f,,,,,,,,,,336600.0,,328500.0,236700.0,,325800.0,318600.0,258300.0,324000.0
cf1a9c1dcb30e0ad72826766b82604,,1566000.0,218700.0,,1915200.0,1331100.0,1710000.0,1472400.0,,,,,,,772200.0,,,2045700.0
1e8d8f163f0a59bee28c760f160e76,200700.0,,,,,474300.0,,,,271800.0,,,208800.0,,,,256500.0,270900.0
f4878a06509167b4dc5c876e282ba1,,219600.0,,,,1679400.0,,,,693900.0,633600.0,,,,,,,948600.0
a8595d0cf3838e2b66a38697b11e3f,,,606600.0,,573300.0,769500.0,523800.0,297900.0,536400.0,,595800.0,603000.0,500400.0,,588600.0,600300.0,604800.0,559800.0
081be4b0a449bafb5b211bbb04a13b,,256500.0,,,,,,,,2745000.0,2838600.0,2983500.0,3034800.0,2990700.0,3026700.0,3030300.0,3169800.0,2359800.0
2e474494361018675e88211d821f73,,532800.0,468000.0,,472500.0,,,297900.0,,387900.0,,,569700.0,,577800.0,,,576900.0
bc9b5fed90136533ee541d3f5f26a4,966600.0,,324000.0,,296100.0,897300.0,,213300.0,611100.0,1598400.0,1062000.0,819900.0,2367000.0,3797100.0,,2798100.0,3854700.0,2526300.0
3e769bfe3547ccd27e0a634b2b2826,,,,,,,,,,252900.0,275400.0,,,238500.0,,283500.0,296100.0,323100.0
f6ab07e3692cced194046d41da9fb3,,,,308700.0,,866700.0,,,,1865700.0,1772100.0,632700.0,1993500.0,2053800.0,,2074500.0,2122200.0,2193300.0
2e4547b38181b77381eca046dc15bd,727200.0,1353600.0,,,,,1311300.0,1382400.0,,,,,,,,765000.0,,837900.0
3950a14d699ce78e72acc552645636,8050500.0,257400.0,,,,300600.0,,,,,,229500.0,221400.0,268200.0,264600.0,311400.0,,359100.0
ece0874bdcb720cb401a92312d6e15,,982800.0,,,,,,737100.0,806400.0,,,797400.0,,,,,,868500.0
683df045025f5b3a9d0ed62a263c6b,339300.0,,,,,,,,1759500.0,1892700.0,1534500.0,223200.0,861300.0,1154700.0,1613700.0,,,1045800.0
9b403c05a1296f0c4bc0b3485dcdb2,2497500.0,,,,,,,925200.0,2236500.0,1070100.0,953100.0,1776600.0,698400.0,267300.0,,1854000.0,226800.0,974700.0
5e81c3e4c416fa5ad85d0d2a196190,,,299700.0,333000.0,,212400.0,,,,,,,680400.0,238500.0,,,,
5c40f88d05b34be31536ecd68b7c81,1944900.0,,,886500.0,,544500.0,633600.0,,,,390600.0,400500.0,327600.0,296100.0,,,565200.0,
